date,open,high,low,close,volume,increase,increase_rate,change,PE,PB,A-index,communication-index,一带一路,上市,业绩下降,业绩增长,中标,举牌,交易所关注,交易所处罚,交易所问询,借壳,停牌,其他公告,冲高,净利下降,净利增长,减持,分红,创新低,创新高,利好公告,利好消息,利差公告,利差消息,募资,双十一,发展不利,发行债券,发行股票,可转债,回应传闻,回购,基金,增持,复牌,大宗交易,官司案件违规违纪,定期报告,客观涨,客观跌,工商变更,市场占有率利好,异常交易,快速发展,战略合作,投建,投资,拓展业务,挂牌,摘帽,收购并购,改革,政策利好,机构悲观,机构看好,板块走弱,概念板块走强,注册资本变更,混改,登上龙虎榜,经营权变更,绩优股,聘请高管,股价倒挂,股权激励,股权转让,董事会股东会监事会,证券资讯,证监会受理,证监会处罚,证监会核准,评级下调,评级利好,质押,资产冻结,资产重组,资金流入,资金流出,退市,预计下滑,预计增长,首次公开发行股票,高管减持或离职,pred,label
2011/8/24,-0.3434933898292641,-0.3334860765640091,-0.3057259510422414,-0.3217626865839835,-0.655338377258889,0.3658520905485516,0.4707603092259887,-0.6614476900420487,0.352282907240992,-0.3307684513573862,-0.6646383559938719,-0.8795251165342384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962028980255127,1
2011/8/25,-0.307703391358361,-0.2887545041288294,-0.2880917510296359,-0.2564414570492463,-0.575335522177141,0.7709281865172327,1.010642367502482,-0.5646272369485865,0.3742300882219381,-0.2695853870567838,-0.6154434471758916,-0.8522876659311918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5131652355194092,1
2011/8/26,-0.2583378762260804,-0.2452318931108169,-0.2490445938588666,-0.2194671761805269,-0.6393407487793661,0.4381871076858161,0.5448721628660651,-0.6421083142805596,0.3866511754972507,-0.2349227384606252,-0.6079279728938697,-0.8430107343253886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3409150242805481,1
2011/8/29,-0.2484647731996245,-0.2645752757854892,-0.2175549509792142,-0.242884220730716,-0.783264305727007,-0.2706960602593757,-0.3789637237107571,-0.8162244832769708,0.3787838348639739,-0.2568679947306764,-0.6315446845596738,-0.8439977241928517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7286535501480103,0
2011/8/30,-0.2237820156334845,-0.2403960474421485,-0.2427466652829365,-0.2810909776283924,-0.7550285238505132,-0.4443001013888104,-0.6088624399380803,-0.7820561931935729,0.3659480593205721,-0.2926938194542232,-0.6571250137612912,-0.8654226077965332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041780175641179,0
2011/8/31,-0.3101716671149749,-0.2645752757854892,-0.2704575510170305,-0.2539765049913318,-0.7362153926901917,0.3224510802661929,0.3976380273083358,-0.7593185245666461,0.3750594647581165,-0.2672590348020083,-0.6685975718071243,-0.8675862917360192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8576357364654541,1
2011/9/1,-0.2459964974430106,-0.19929135925847,-0.2049590938273535,-0.1750980391380638,-0.5243007709946796,0.9300652242192144,1.1885532264553405,-0.5029018810836415,0.4015564802276259,-0.1932810331001391,-0.6831829220378519,-0.8526767858378614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7180150151252747,1
2011/9/2,-0.1781189141361251,-0.2222616261846434,-0.2049590938273535,-0.2416517447017585,-0.7626296015360029,-0.7770411802202272,-1.0135972744093031,-0.7912624775017578,0.3791985231320631,-0.2557048186032885,-0.710784434110209,-0.883604511223353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.95721435546875,0
2011/9/5,-0.2583378762260804,-0.3008441183004993,-0.2994280224663108,-0.3365523989314713,-0.7877449402237436,-1.1097822590516435,-1.4756212432394025,-0.8216617518616708,0.347314472330867,-0.3446490198108816,-0.7719038954556641,-0.9239603092881612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.7025938332080841,0
2011/9/6,-0.359537182247255,-0.3782176489991883,-0.3687052368015462,-0.3957112483214222,-0.7429453111209002,-0.6902391596555096,-0.9677235567055268,-0.767474427443696,0.3274407326903667,-0.4000937485497041,-0.7982837431979225,-0.9388353063697836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713800311088562,0
2011/9/8,-0.3422592519509569,-0.3552473820730153,-0.3170622224789162,-0.3550395393658312,-0.8135400085783089,0.0186440082896821,-0.0044108267734517,-0.852864259080687,0.341105884769947,-0.3619415715713813,-0.7643074032948572,-0.9267168660100896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959529995918274,1
2011/9/9,-0.3360885625594222,-0.3576653049073493,-0.3586285510800572,-0.3772241078870628,-0.7900772117479443,-0.2562290568319228,-0.381013550850063,-0.8245039604400366,0.3336532324047594,-0.3827236517140449,-0.7789119419705598,-0.933166997537902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.979091227054596,0
2011/9/14,-0.3546006307340271,-0.3564563434901821,-0.3561093796496851,-0.3451797311341725,-0.8120222963934366,0.1633140425642111,0.1941750128086126,-0.8510106447904483,0.3444155666077153,-0.3527137076274377,-0.7929024504070507,-0.9235415834569228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7290337085723877,1
2011/9/15,-0.3286837352895799,-0.3322771151468419,-0.3032067796118687,-0.3008105940917094,-0.6967588102455627,0.5249891282505335,0.686168868089253,-0.7115570630214987,0.359324783491563,-0.3111495473421109,-0.7873292731664249,-0.9118806206322816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4528475105762481,1
2011/9/16,-0.2953620125752907,-0.2754559285399923,-0.2566021081499835,-0.2552089810202888,-0.630426930022158,0.5394561316779865,0.6915054870208942,-0.6312955642541678,0.3746447764900273,-0.2684222109293959,-0.7865617353674095,-0.8996070791709467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5205429792404175,1
2011/9/19,-0.2620402898610016,-0.2754559285399923,-0.2616404510107278,-0.2687662173388191,-0.7142205520892788,-0.1549600328397525,-0.2327898435699102,-0.7326882659302184,0.3700871176945189,-0.2811396032555033,-0.8366648972475574,-0.9187950183147928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9485077261924744,0
2011/9/20,-0.2731475307657646,-0.2911724269631634,-0.2729767224474026,-0.2847884057152645,-0.8713535008796223,-0.1838940396946583,-0.2721960032307043,-0.9228073049656896,0.3647079066697771,-0.2961058027612276,-0.826716754552546,-0.917514986365932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9832760095596312,0
2011/9/22,-0.2200796019985633,-0.1823658994181321,-0.2024399223969813,-0.2453491727886305,-0.5385552574935136,-0.6179041425182451,-0.8178034407583623,-0.5201404939828604,0.3779544583277957,-0.2591943469854522,-0.8278424766577681,-0.901718434167326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9503881931304932,0
2011/9/23,-0.2645085656176155,-0.2718290442884911,-0.2981684367511245,-0.2786260255704779,-0.6959649657799144,-0.3864320876789988,-0.5339730656589569,-0.7106302558763794,0.3667774358567505,-0.2903674671994474,-0.850152242015805,-0.9142001599644802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97097114721934,0
2011/9/26,-0.2768499444006858,-0.253694623030986,-0.2477850081436808,-0.2613713611650755,-0.628587496817702,0.2067150528465698,0.2439363337076243,-0.6290712271058814,0.3725752473030539,-0.2741605464911761,-0.8884076051483791,-0.9272395897228538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9188819527626038,1
2011/9/27,-0.2398258080514755,-0.2089630505958064,-0.2175549509792142,-0.1800279432538929,-0.6341067113989889,0.9589992310741204,1.2305039991166522,-0.6357442385507405,0.3999016393087418,-0.1979337376096905,-0.87933573477391,-0.9042280548496208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667769193649292,1
2011/9/28,-0.1719482247445899,-0.1497239411546223,-0.1407202223528623,-0.1615408028195335,-0.4245034999591305,0.2211820562740226,0.2511460705424243,-0.3821698036461015,0.4061141390231343,-0.1806411858491907,-0.9145166826115408,-0.9175046148636944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9775807857513428,1
2011/9/29,-0.1657775353530548,-0.2101720120129731,-0.1986611652514229,-0.2170022241226123,-0.6064098639259854,-0.646838149373151,-0.8440270914025858,-0.6022556070404298,0.387480552033429,-0.2325963862058494,-0.9731032692202464,-0.95737210374589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5816195805867513,0
2011/9/30,-0.2213137398768705,-0.2222616261846434,-0.2112570224032841,-0.223164604267399,-0.7190488011976994,-0.0681580122750351,-0.1175047379075692,-0.7385580445159741,0.3854110228464558,-0.2383347217676296,-0.976819431397144,-0.96723040519529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9793959856033324,0
2011/10/10,-0.2225478777551773,-0.2549035844481528,-0.2553425224347972,-0.2971131660048373,-0.7787253328757721,-0.8638432007849444,-1.146199885214056,-0.810725427549263,0.360564936142358,-0.3076600189599471,-0.9915135161493988,-0.9880775961243494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1241208016872406,0
2011/10/12,-0.468141315538272,-0.4471284497777082,-0.4719912654468062,-0.4191282928716113,-0.5077528808088325,0.3803190939760046,0.5146902253321474,-0.4828828467490648,0.3195733920570901,-0.4220390048197552,-0.9267994194452228,-0.9818761920774663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706359644730885,1
2011/10/14,-0.4212440761626054,-0.4350388356060384,-0.4190886654089899,-0.4302205771322271,-0.7288095325598422,-0.2128280465495641,-0.3294497957423513,-0.7503593888304929,0.31584510979776,-0.4324300448910868,-0.907762349980208,-0.968075399768485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8568387508392334,0
2011/10/17,-0.4286489034324477,-0.4205312986000341,-0.3913777796748959,-0.4043385805241234,-0.6982533188440161,0.3079840768387401,0.4067562238935241,-0.713410677311737,0.3245418269672151,-0.4081584363662598,-0.8961533407701059,-0.9522387758566894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8932633399963379,1
2011/10/19,-0.4730778670515,-0.4979048292987231,-0.5475664083579718,-0.5559331320858727,-0.2949505755379272,-0.8204421905025857,-1.2254716485496264,-0.2254158218349249,0.273613413061697,-0.5502210140578996,-0.9781626225454202,-1.009093748253494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8746726512908936,0
2011/10/20,-0.5545309670197625,-0.5825321285004141,-0.6130648655476487,-0.5941398889835492,-0.5207521777180362,-0.4443001013888104,-0.7005391916511743,-0.4986385682160928,0.2607776375182953,-0.5860468387814461,-1.043836141498365,-1.0471792244785392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8952682018280029,0
2011/10/21,-0.5927892412472796,-0.576487321414579,-0.5601622655098327,-0.5818151286939761,-0.6355965353616982,0.1488470391367582,0.1981686415455361,-0.6375360656979709,0.2649166958922419,-0.5744926225827266,-1.079130087956406,-1.0625352706912083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6518194675445557,1
2011/10/24,-0.5668723458028323,-0.5547260159055727,-0.561421851225019,-0.5325160875356836,-0.7816951174470269,0.5828571419603451,0.8598740472218116,-0.8143708689867323,0.2814807536949738,-0.5282757577878481,-1.039265027495342,-1.0395489102824969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8927981853485107,1
2011/10/27,-0.4064344216229217,-0.4181133757657001,-0.3875990225293375,-0.4018736284662089,-0.7581352059217685,0.0765120219994937,0.0773348658681775,-0.785825208917058,0.3253712035033935,-0.4058320841114839,-0.9587972174663828,-0.9856327501878464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107530243694782,1
2011/10/28,-0.3879223534483163,-0.3673369962446852,-0.3498114510737545,-0.3550395393658312,-0.5183109884127899,0.5539231351054393,0.7454018040457472,-0.495672785351711,0.341105884769947,-0.3619415715713813,-0.9083230789833776,-0.9612513284418228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8292439460754395,1
2011/10/31,-0.3521323549774132,-0.3661280348275185,-0.3372155939218937,-0.3575044914237458,-0.7345450272577584,-0.0247570019926765,-0.0638911556605516,-0.7572795488473838,0.3402765082337686,-0.3642679238261572,-0.8970061605467895,-0.956241987147551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9180692434310912,0
2011/11/1,-0.3829858019350884,-0.3395308836498438,-0.3498114510737545,-0.3291575427577276,-0.7543007400685972,0.3369180836936458,0.4321670120514711,-0.7811911731914615,0.3497986897859295,-0.3377475081217138,-0.8956160643107955,-0.9393278584396751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5926032662391663,1
2011/11/2,-0.3657078716387902,-0.281500735625827,-0.3372155939218937,-0.244116696759673,-0.566813053498132,1.002400241356479,1.3275173697613876,-0.5543705712092664,0.3783691465958848,-0.2580311708580643,-0.8537895183633598,-0.8934939271794654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9408645629882812,1
2011/11/3,-0.2188454641202561,-0.1980823978413032,-0.2049590938273535,-0.2453491727886305,-0.4537828942437275,-0.0102899985652236,-0.0431101494896575,-0.4175738365896585,0.3779544583277957,-0.2591943469854522,-0.8439223935471329,-0.8933604176597552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733603477478027,0
2011/11/4,-0.2139089126070282,-0.2162168190988083,-0.1911036509603065,-0.2022125117751245,-0.6449843806982418,0.5105221248230806,0.636548914579159,-0.6489049000114343,0.3924489869435542,-0.218715817752354,-0.829066273037309,-0.8797592296256512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9296615521113076,1
2011/11/7,-0.2237820156334845,-0.201709282092804,-0.187324893814748,-0.1935851795724233,-0.7043425218399549,0.1054460288543995,0.1055023181100186,-0.7207633473296836,0.3953478926667058,-0.2106511299357979,-0.8424278268884953,-0.8793098607196207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6757830381393433,1
2011/11/8,-0.1867578792842742,-0.2101720120129731,-0.2578616938651693,-0.2909507858600507,-0.6408134811413536,-1.1387162659065495,-1.4829723474631202,-0.6439001414277902,0.3626344653293314,-0.3019216833981669,-0.8659869732193737,-0.9142559775037944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8567870855331421,0
2011/11/9,-0.2805523580356065,-0.2802917742086602,-0.2893513367448218,-0.2823234536573495,-0.6890344314833451,0.1054460288543995,0.1105915441110539,-0.7022272044272977,0.365533371052483,-0.2937794505064517,-0.8293732881569149,-0.8944349995779319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9380209147930144,1
2011/11/10,-0.307703391358361,-0.3117247710550024,-0.2792746510233332,-0.3045080221785815,-0.8048795810365138,-0.2562290568319228,-0.3695981341949629,-0.8424222319123429,0.3580807186872954,-0.3146390757242743,-0.8565995595275314,-0.9026984468423748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975511113802592,0
2011/11/11,-0.2891913231837556,-0.3250233466438399,-0.2843129938840775,-0.3143678304102397,-0.8661176518627659,-0.1115590225573938,-0.1792469450173514,-0.9165050163788784,0.3547671246960546,-0.3238669396682184,-0.8606142086262685,-0.9044593393495144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9779647588729858,0
2011/11/15,-0.2447623595647034,-0.2331422789391466,-0.2175549509792142,-0.2083748919199111,-0.7129636606593197,0.5394561316779865,0.6769093041151472,-0.7312053744980276,0.3903794577565808,-0.2245316983892933,-0.7935825741789556,-0.8498432914266086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2224387526512146,1
